Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,30.1,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,29.3,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,26.3,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,23,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,22.2,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,39.1,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,40.3,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,40,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,38.9,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,37.2,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,36.8,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,34.2,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,30.6,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,29.4,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,64.7,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,66.7,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,67,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,66.7,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,69.8,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,73,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,73.6,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2023,%,70.7,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20222024,2024,%,68.8,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,61.1,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,63.5,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,63.6,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,63,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,65.6,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,68.8,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,69.4,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,66.5,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,64.6,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,68.3,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,70,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,70.5,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,70.5,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,73.9,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,77.2,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,77.8,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,74.9,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,73,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,64,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,65.7,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,65.4,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,65.3,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,68.3,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,71.3,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,72.2,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2023,%,70.2,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20222024,2024,%,67.2,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,60.1,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,62.1,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,61.6,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,61.1,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,63.8,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,66.9,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,68,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,66.1,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,63,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,67.9,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,69.2,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,69.3,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,69.5,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,72.8,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,75.7,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,76.3,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,74.2,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,71.5,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,65.4,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,67.8,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,68.6,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,68.1,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,71.3,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,74.7,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,75,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,71.2,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20222024,2024,%,70.4,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,62.1,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,64.9,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,65.6,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,64.8,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,67.5,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,70.8,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,70.8,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,66.9,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,66.3,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,68.7,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,70.8,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,71.6,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,71.4,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,75,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,78.7,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,79.2,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,75.5,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,74.5,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,5.1,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,5.4,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,5.3,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,5.1,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,4.9,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,4.9,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,4.5,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20212023,2023,million No,4.2,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20222024,2024,million No,4.1,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,4.6,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,4.9,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,4.9,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,4.6,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,4.3,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,4.3,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,3.9,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20212023,2023,million No,3.6,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20222024,2024,million No,3.5,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,5.6,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,5.8,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,5.8,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,5.7,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,5.5,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,5.5,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,5.1,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20212023,2023,million No,4.8,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20222024,2024,million No,4.7,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,1.3,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,1.3,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,1.3,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,1.3,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,1.2,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,1.2,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,1.1,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20212023,2023,million No,1.1,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20222024,2024,million No,1.1,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,1.1,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,1.2,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,1.2,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,1.1,E,FAO data
ZWE,2018-01-01,2020-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,1.1,E,FAO data
ZWE,2019-01-01,2021-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,1.1,E,FAO data
ZWE,2020-01-01,2022-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,1,E,FAO data
ZWE,2021-01-01,2023-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20212023,2023,million No,0.9,E,FAO data
ZWE,2022-01-01,2024-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20222024,2024,million No,0.9,E,FAO data
ZWE,2014-01-01,2016-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,1.4,E,FAO data
ZWE,2015-01-01,2017-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,1.4,E,FAO data
ZWE,2016-01-01,2018-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,1.4,E,FAO data
ZWE,2017-01-01,2019-12-31,181,'716,Zimbabwe,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,1.4,E,FAO data
